contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,expiration,spread,moneyness
AAPL250620P00220000,2025-06-16 19:54:30+00:00,220.0,21.9,0.0,0.0,0.0,0.0,42942.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.09809091741388494
AAPL250620P00222500,2025-06-16 14:32:19+00:00,222.5,23.95,0.0,0.0,0.0,0.0,3.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.10822472733058286
AAPL250620P00225000,2025-06-16 19:56:57+00:00,225.0,26.81,0.0,0.0,0.0,0.0,25342.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.11813334147135417
AAPL250620P00227500,2025-06-09 14:31:53+00:00,227.5,22.2,0.0,0.0,0.0,0.0,8.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.12782418387276787
AAPL250620P00230000,2025-06-16 19:55:50+00:00,230.0,31.8,0.0,0.0,0.0,0.0,33912.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.1373043557871943
AAPL250620P00232500,2025-06-06 19:01:22+00:00,232.5,27.55,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.14658065303679435
AAPL250620P00235000,2025-06-16 19:54:58+00:00,235.0,36.9,0.0,0.0,0.0,0.0,35359.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.1556595822598072
AAPL250620P00240000,2025-06-16 19:55:36+00:00,240.0,41.81,0.0,0.0,0.0,0.0,10625.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.17325000762939452
AAPL250620P00245000,2025-06-16 19:21:29+00:00,245.0,46.64,0.0,0.0,0.0,0.0,7730.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.19012245645328443
AAPL250620P00250000,2025-06-16 19:21:29+00:00,250.0,51.5,0.0,0.0,0.0,0.0,12258.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.20632000732421876
AAPL250620P00255000,2025-06-16 19:47:27+00:00,255.0,56.73,0.0,0.0,0.0,0.0,508.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.22188236012178308
AAPL250620P00260000,2025-06-16 19:17:55+00:00,260.0,62.0,0.0,0.0,0.0,0.0,690.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.23684616088867189
AAPL250620P00265000,2025-06-16 19:17:55+00:00,265.0,67.1,0.0,0.0,0.0,0.0,530.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.25124528992850825
AAPL250620P00270000,2025-06-16 18:14:41+00:00,270.0,72.01,0.0,0.0,0.0,0.0,2.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.2651111178927951
AAPL250620P00275000,2025-05-27 16:26:17+00:00,275.0,74.9,0.0,0.0,0.0,0.0,8.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.27847273393110794
AAPL250620P00280000,2025-04-03 19:54:40+00:00,280.0,77.5,74.05,75.2,0.0,0.0,1.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,1.1500000000000057,-0.2913571493966239
AAPL250620P00285000,2025-03-27 19:55:16+00:00,285.0,61.1,75.3,78.2,0.0,0.0,1.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,2.9000000000000057,-0.30378948010896384
AAPL250620P00290000,2025-04-03 13:34:47+00:00,290.0,83.25,84.05,85.35,0.0,0.0,1.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,1.2999999999999972,-0.31579310976225755
AAPL250620P00295000,2024-12-30 15:01:45+00:00,295.0,43.9,58.45,60.2,0.0,0.0,5.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,1.75,-0.32738983671543964
AAPL250620P00300000,2025-04-23 14:06:45+00:00,300.0,93.8,104.15,105.2,0.0,0.0,1.0,0.0,2.940920616455078,True,REGULAR,USD,put,2025-06-20,1.0499999999999972,-0.33860000610351565
AAPL250620P00310000,2025-04-16 16:53:55+00:00,310.0,112.77,98.2,99.5,0.0,0.0,6.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,1.2999999999999972,-0.35993548977759576
AAPL250620P00320000,2025-06-12 19:48:53+00:00,320.0,121.68,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.3799375057220459
AAPL250620P00330000,2025-06-12 19:48:53+00:00,330.0,131.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.3987272782759233
AAPL250620P00340000,2025-03-27 19:55:00+00:00,340.0,115.65,129.9,131.5,0.0,0.0,1.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,1.5999999999999943,-0.41641177009133734
AAPL250620P00350000,2025-06-13 13:46:17+00:00,350.0,153.1,0.0,0.0,0.0,0.0,2.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,put,2025-06-20,0.0,-0.43308571951729913
AAPL250620P00360000,2025-05-14 18:34:15+00:00,360.0,148.35,162.75,164.35,0.0,0.0,1.0,0.0,3.4501966870117187,True,REGULAR,USD,put,2025-06-20,1.5999999999999943,-0.44883333841959633
