Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,close_ma5,close_ma20,returns
2024-06-17 00:00:00-04:00,212.37678083551464,217.9308083607288,211.72981259041407,215.6614227294922,93728300,0.0,0.0,,,
2024-06-18 00:00:00-04:00,216.5771221156608,217.6122894552709,212.008492058615,213.29248046875,79943300,0.0,0.0,,,-0.010984543414208958
2024-06-20 00:00:00-04:00,212.93416556238657,213.2427352947433,207.8778259238728,208.70394897460935,86172500,0.0,0.0,,,-0.021512861044404863
2024-06-21 00:00:00-04:00,209.41066477171813,210.9036824915187,206.14593390610847,206.524169921875,246421400,0.0,0.0,,,-0.010444359406920123
2024-06-24 00:00:00-04:00,206.75309943026167,211.70991411236912,205.6283545307824,207.171142578125,80727000,0.0,0.0,210.2706329345703,,0.0031326728319243102
2024-06-25 00:00:00-04:00,208.1764159984445,210.3960464470149,207.6389363414956,208.0968017578125,56713900,0.0,0.0,208.75770874023436,,0.004468089368858008
2024-06-26 00:00:00-04:00,210.51548557795783,213.8598456726642,209.65948819693892,212.25733947753903,66213200,0.0,0.0,208.5506805419922,,0.019993280456893636
2024-06-27 00:00:00-04:00,213.69065882378797,214.7357742988709,211.36155475092565,213.10340881347656,49772700,0.0,0.0,209.43057250976562,,0.003986054560092489
2024-06-28 00:00:00-04:00,214.76560832661605,215.0642148828325,209.3210696212814,209.6395721435547,82542700,0.0,0.0,210.05365295410155,,-0.016254252755542153
2024-07-01 00:00:00-04:00,211.10273143743845,216.4974998735104,210.933524598722,215.7410430908203,60402900,0.0,0.0,211.76763305664062,,0.029104576415980965
2024-07-02 00:00:00-04:00,215.1438424446849,219.35416325375093,214.09874221485333,219.2446746826172,58046200,0.0,0.0,213.99720764160156,,0.01623998633547874
2024-07-03 00:00:00-04:00,218.97593450353423,220.5187225341797,218.0104484863841,220.5187225341797,37369800,0.0,0.0,215.64948425292968,,0.005811077753230975
2024-07-05 00:00:00-04:00,220.618221554563,225.3958807735831,220.618221554563,225.2863922119141,60412400,0.0,0.0,218.0860809326172,,0.021620248942787246
2024-07-08 00:00:00-04:00,226.0329238568709,226.78939588229812,222.21080217009415,226.7595367431641,59085900,0.0,0.0,221.51007385253905,,0.006538985851681112
2024-07-09 00:00:00-04:00,226.8690002119573,228.33215871662,225.3162642938077,227.61550903320312,48076100,0.0,0.0,223.8849670410156,,0.0037748017231511444
2024-07-10 00:00:00-04:00,228.23262994836375,231.9950331368443,228.1828596567971,231.8954925537109,62627700,0.0,0.0,226.41513061523438,,0.018803567202810623
2024-07-11 00:00:00-04:00,230.3129068746265,231.30825199534104,224.7190721562944,226.5106964111328,64710600,0.0,0.0,227.613525390625,,-0.023220788309763707
2024-07-12 00:00:00-04:00,227.8544036714271,231.55708874298097,227.6155153743793,229.46685791015625,53046500,0.0,0.0,228.44961853027343,,0.013050869322558611
2024-07-15 00:00:00-04:00,235.3792032824568,236.12571210202407,232.00498402552307,233.3088836669922,62631300,0.0,0.0,229.75948791503907,,0.016743270866332427
2024-07-16 00:00:00-04:00,233.90608352734432,235.17017597600105,231.2485141029904,233.7269287109375,43234300,0.0,0.0,230.98177185058594,219.22625122070312,0.0017918093703710447
2024-07-17 00:00:00-04:00,228.38192926123955,230.38258262455565,225.58501197125685,227.8145904541016,57345900,0.0,0.0,230.16559143066405,219.8339096069336,-0.02529592242299139
2024-07-18 00:00:00-04:00,229.20805491946456,229.3673137711516,221.2353466054131,223.13644409179688,66034600,0.0,0.0,229.49074096679686,220.32610778808595,-0.020534884762998695
2024-07-19 00:00:00-04:00,223.77348959602472,225.74426861436035,222.24064965794977,223.26585388183597,49151500,0.0,0.0,228.25054016113282,221.05420303344727,0.0005799581084380279
2024-07-22 00:00:00-04:00,225.9532706718539,226.71969060050867,222.051519961604,222.91748046875,48201800,0.0,0.0,226.17225952148436,221.873868560791,-0.0015603524096001742
2024-07-23 00:00:00-04:00,223.32558043665784,225.8836246934572,221.6434447483752,223.9626007080078,39960300,0.0,0.0,224.21939392089843,222.71344146728515,0.004688372742505997
2024-07-24 00:00:00-04:00,222.9572802069956,223.7535592452868,216.11926491073007,217.52268981933597,61777600,0.0,0.0,222.1610137939453,223.18473587036132,-0.028754403049051525
2024-07-25 00:00:00-04:00,217.9108995698048,219.8219755631398,213.620964537798,216.4776153564453,51391200,0.0,0.0,220.829248046875,223.39574966430663,-0.004804438855360971
2024-07-26 00:00:00-04:00,217.6819649471348,218.4682960618276,215.0044842643322,216.94541931152344,41601300,0.0,0.0,219.5651611328125,223.58785018920898,0.002160980729152273
2024-07-29 00:00:00-04:00,215.95008057489312,218.27918447457571,214.745706315722,217.22412109375,36311800,0.0,0.0,218.4264892578125,223.96707763671876,0.0012846631337550818
2024-07-30 00:00:00-04:00,218.16970866418467,219.30440154226625,215.11399172426283,217.78152465820312,41643800,0.0,0.0,217.19027404785157,224.0691017150879,0.0025660297836471724
2024-07-31 00:00:00-04:00,220.40921389598267,222.77814001369308,219.6029868223781,221.04623413085935,50036300,0.0,0.0,217.89498291015624,224.1591796875,0.0149907549677597
2024-08-01 00:00:00-04:00,223.3255700813178,223.43505864730557,216.0097928775357,217.3435516357422,62501000,0.0,0.0,218.06817016601562,224.00042114257812,-0.01675071511476267
2024-08-02 00:00:00-04:00,218.1298614428512,224.54984915998065,216.6965773298152,218.8365631103516,105568600,0.0,0.0,218.44639892578124,223.6779296875,0.00686936172420527
2024-08-05 00:00:00-04:00,198.16323265092015,212.5061577637865,195.08762024216463,208.2958526611328,119548600,0.0,0.0,216.6607452392578,222.75474548339844,-0.04816704438875452
2024-08-06 00:00:00-04:00,204.34434168651265,209.01251239840332,200.13403637997632,206.26535034179688,69660500,0.0,0.0,214.35751037597657,221.68723754882814,-0.009748164898123357
2024-08-07 00:00:00-04:00,205.9369016050796,212.6455332580988,205.4292810556757,208.84332275390625,63516400,0.0,0.0,211.91692810058595,220.53462905883788,0.012498329980471734
2024-08-08 00:00:00-04:00,212.1179963940502,213.2029189157903,207.85792055043288,212.3170623779297,47161100,0.0,0.0,210.91163024902343,219.82494735717773,0.01663323288586427
2024-08-09 00:00:00-04:00,211.1127008665185,215.77090862412464,210.9833011439981,215.23342895507807,42201600,0.0,0.0,210.19100341796874,219.11327590942383,0.013735903014507445
2024-08-12 00:00:00-04:00,215.31315848368172,218.7410960979999,214.8448035806853,216.76803588867188,38028100,0.25,0.0,211.88544006347655,218.2862335205078,0.007129965549701467
2024-08-13 00:00:00-04:00,218.2428558389481,221.11277276612057,218.2428558389481,220.4949493408203,44155300,0.0,0.0,214.73135986328126,217.62463455200196,0.01719309508373512
2024-08-14 00:00:00-04:00,219.7973936824548,222.24876826808693,218.93043078284688,220.943359375,41960600,0.0,0.0,217.1513671875,217.28107299804688,0.002033652178973888
2024-08-15 00:00:00-04:00,223.813271274212,224.56064415441705,221.97970491871703,223.93284606933597,46414000,0.0,0.0,219.47452392578126,217.32089309692384,0.013530556893823764
2024-08-16 00:00:00-04:00,223.1356500786779,226.0354605653956,222.86659157853387,225.25819396972656,44340200,0.0,0.0,221.47947692871094,217.42051010131837,0.0059185060327426875
2024-08-19 00:00:00-04:00,224.92933693390268,225.19839542072492,222.2587166767679,225.09873962402344,40687800,0.0,0.0,223.14561767578124,217.52957305908203,-0.0007078736755057324
2024-08-20 00:00:00-04:00,224.9791850293864,226.3742750764108,224.6602986155859,225.71658325195312,30299000,0.0,0.0,224.1899444580078,217.6172721862793,0.0027447671584552857
2024-08-21 00:00:00-04:00,225.7265541171402,227.18143154067607,224.26170199000447,225.60696411132807,34765500,0.0,0.0,225.12266540527344,218.0214859008789,-0.00048564947708207296
2024-08-22 00:00:00-04:00,226.9920749311584,227.54015139464096,223.11570169720304,223.74349975585935,43695300,0.0,0.0,225.0847961425781,218.3847801208496,-0.008259782063062437
2024-08-23 00:00:00-04:00,224.86956599566977,227.42059644239848,223.5442228703079,226.04542541503903,38677300,0.0,0.0,225.24224243164062,218.83978042602538,0.010288234794268769
2024-08-26 00:00:00-04:00,225.96568932825608,226.4838721062008,223.10574735994535,226.38421630859372,30602200,0.0,0.0,225.49933776855468,219.29778518676758,0.0014987735006477543
2024-08-27 00:00:00-04:00,225.208374045966,228.0483972344343,224.1022615121284,227.23126220703125,35934600,0.0,0.0,225.80227355957032,219.770272064209,0.0037416296606247457
2024-08-28 00:00:00-04:00,227.1216236092518,229.05483047059747,224.8894645684117,225.69664001464844,38052200,0.0,0.0,225.82020874023436,220.00279235839844,-0.006753569810234228
2024-08-29 00:00:00-04:00,229.29401907737392,232.1041333637585,228.07829123837303,228.98509216308597,51906300,0.0,0.0,226.8685272216797,220.58486938476562,0.014570230856002508
2024-08-30 00:00:00-04:00,229.3836948285937,229.59295072736157,226.68318070354871,228.19786071777344,52990800,0.0,0.0,227.29901428222655,221.0529342651367,-0.0034379157082935485
2024-09-03 00:00:00-04:00,227.74943764667492,228.1978583447122,220.39528345963856,221.98968505859372,50190600,0.0,0.0,226.42010803222655,221.73762588500978,-0.02720523163386601
2024-09-04 00:00:00-04:00,220.8835610121704,221.0031358039712,216.71819503548093,220.07640075683597,43840200,0.0,0.0,224.9891357421875,222.4281784057617,-0.008618798216920576
2024-09-05 00:00:00-04:00,220.85367082984084,224.6901757794695,220.744055533832,221.60104370117188,36615400,0.0,0.0,224.17001647949218,223.066064453125,0.006927789345394286
2024-09-06 00:00:00-04:00,223.16553454066076,224.4510243839852,219.00018373655976,220.0465087890625,48423000,0.0,0.0,222.3822998046875,223.45253677368163,-0.007015016202747026
2024-09-09 00:00:00-04:00,220.0465188525148,220.49493955114087,215.95091475509392,220.13619995117188,67180000,0.0,0.0,220.76996765136718,223.69767532348632,0.000407600932198271
2024-09-10 00:00:00-04:00,218.15315521125123,220.70418549359823,215.97082401031443,219.3389892578125,51591000,0.0,0.0,220.23982849121094,223.82622299194335,-0.003621442968199662
2024-09-11 00:00:00-04:00,220.6842723421212,222.3085524071335,217.126770108234,221.88006591796875,44587100,0.0,0.0,220.6005615234375,223.89547882080078,0.011585157152198988
2024-09-12 00:00:00-04:00,221.7206265576352,222.76695165661573,219.0500213655269,221.98968505859372,37498200,0.0,0.0,220.67828979492188,223.94779510498046,0.0004940468183631808
2024-09-13 00:00:00-04:00,222.7968302980212,223.2552104631355,221.1326819144566,221.7206115722656,36766600,0.0,0.0,221.0131103515625,223.83718338012696,-0.0012120990498144524
2024-09-16 00:00:00-04:00,215.78148650258865,216.45911247240772,213.17066883128115,215.5622711181641,59357400,0.0,0.0,220.09832458496095,223.35238723754884,-0.027775227618359266
2024-09-17 00:00:00-04:00,214.9942587915762,216.1402244248995,213.7486373617293,216.03060913085935,45519300,0.0,0.0,219.4366485595703,222.89898071289062,0.0021726344330381675
2024-09-18 00:00:00-04:00,216.7879611815548,221.9298901997397,216.777986478492,219.91696166992188,59894900,0.0,0.0,219.04402770996094,222.60899963378907,0.017989823547219563
