Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,close_ma5,close_ma20,returns,rsi14,vol30d
2024-06-17 00:00:00-04:00,212.37678083551464,217.9308083607288,211.72981259041407,215.6614227294922,93728300,0.0,0.0,,,,,
2024-06-18 00:00:00-04:00,216.5771221156608,217.6122894552709,212.008492058615,213.29248046875,79943300,0.0,0.0,,,-0.0109845434142089,,
2024-06-20 00:00:00-04:00,212.93416556238657,213.2427352947433,207.8778259238728,208.70394897460932,86172500,0.0,0.0,,,-0.0215128610444048,,
2024-06-21 00:00:00-04:00,209.41066477171813,210.9036824915187,206.14593390610847,206.524169921875,246421400,0.0,0.0,,,-0.0104443594069201,,
2024-06-24 00:00:00-04:00,206.75309943026167,211.70991411236912,205.6283545307824,207.171142578125,80727000,0.0,0.0,210.2706329345703,,0.0031326728319243,,
2024-06-25 00:00:00-04:00,208.1764159984445,210.3960464470149,207.6389363414956,208.0968017578125,56713900,0.0,0.0,208.7577087402344,,0.004468089368858,,
2024-06-26 00:00:00-04:00,210.51548557795783,213.8598456726642,209.65948819693887,212.25733947753903,66213200,0.0,0.0,208.5506805419922,,0.0199932804568936,,
2024-06-27 00:00:00-04:00,213.690658823788,214.7357742988709,211.36155475092565,213.10340881347656,49772700,0.0,0.0,209.4305725097656,,0.0039860545600924,,
2024-06-28 00:00:00-04:00,214.76560832661605,215.0642148828325,209.3210696212814,209.6395721435547,82542700,0.0,0.0,210.05365295410155,,-0.0162542527555421,,
2024-07-01 00:00:00-04:00,211.10273143743845,216.4974998735104,210.933524598722,215.7410430908203,60402900,0.0,0.0,211.76763305664065,,0.0291045764159809,,
2024-07-02 00:00:00-04:00,215.1438424446849,219.35416325375093,214.09874221485333,219.2446746826172,58046200,0.0,0.0,213.9972076416016,,0.0162399863354787,,
2024-07-03 00:00:00-04:00,218.97593450353423,220.5187225341797,218.0104484863841,220.5187225341797,37369800,0.0,0.0,215.64948425292968,,0.0058110777532309,,
2024-07-05 00:00:00-04:00,220.618221554563,225.3958807735831,220.618221554563,225.2863922119141,60412400,0.0,0.0,218.0860809326172,,0.0216202489427872,,
2024-07-08 00:00:00-04:00,226.0329238568709,226.78939588229807,222.21080217009413,226.7595367431641,59085900,0.0,0.0,221.51007385253905,,0.0065389858516811,,
2024-07-09 00:00:00-04:00,226.8690002119573,228.33215871662,225.3162642938077,227.61550903320312,48076100,0.0,0.0,223.8849670410156,,0.0037748017231511,66.08623232239854,
2024-07-10 00:00:00-04:00,228.23262994836372,231.9950331368443,228.1828596567971,231.8954925537109,62627700,0.0,0.0,226.4151306152344,,0.0188035672028106,73.80892585482644,
2024-07-11 00:00:00-04:00,230.3129068746265,231.30825199534104,224.7190721562944,226.5106964111328,64710600,0.0,0.0,227.613525390625,,-0.0232207883097637,72.3346114199471,
2024-07-12 00:00:00-04:00,227.8544036714271,231.55708874298097,227.6155153743793,229.46685791015625,53046500,0.0,0.0,228.44961853027343,,0.0130508693225586,78.22676448723055,
2024-07-15 00:00:00-04:00,235.3792032824568,236.12571210202407,232.00498402552307,233.3088836669922,62631300,0.0,0.0,229.75948791503907,,0.0167432708663324,79.81377561942811,
2024-07-16 00:00:00-04:00,233.90608352734432,235.17017597600105,231.2485141029904,233.7269287109375,43234300,0.0,0.0,230.98177185058597,219.22625122070312,0.001791809370371,79.57727828522168,
2024-07-17 00:00:00-04:00,228.38192926123955,230.38258262455565,225.58501197125685,227.8145904541016,57345900,0.0,0.0,230.16559143066405,219.8339096069336,-0.0252959224229913,67.25546743571266,
2024-07-18 00:00:00-04:00,229.20805491946456,229.3673137711516,221.2353466054131,223.13644409179688,66034600,0.0,0.0,229.4907409667969,220.32610778808595,-0.0205348847629986,60.25636346109391,
2024-07-19 00:00:00-04:00,223.77348959602472,225.74426861436035,222.24064965794977,223.265853881836,49151500,0.0,0.0,228.2505401611328,221.0542030334473,0.000579958108438,64.94868968879027,
2024-07-22 00:00:00-04:00,225.9532706718539,226.71969060050867,222.051519961604,222.91748046875,48201800,0.0,0.0,226.1722595214844,221.873868560791,-0.0015603524096001,59.01024909488487,
2024-07-23 00:00:00-04:00,223.32558043665784,225.8836246934572,221.6434447483752,223.9626007080078,39960300,0.0,0.0,224.21939392089843,222.71344146728515,0.0046883727425059,56.31325629867752,
2024-07-24 00:00:00-04:00,222.9572802069956,223.7535592452868,216.11926491073007,217.522689819336,61777600,0.0,0.0,222.1610137939453,223.1847358703613,-0.0287544030490515,46.4778328127613,
2024-07-25 00:00:00-04:00,217.9108995698048,219.8219755631398,213.620964537798,216.4776153564453,51391200,0.0,0.0,220.829248046875,223.39574966430663,-0.0048044388553609,38.65097033287538,
2024-07-26 00:00:00-04:00,217.6819649471348,218.4682960618276,215.0044842643322,216.94541931152344,41601300,0.0,0.0,219.5651611328125,223.58785018920895,0.0021609807291522,37.019448888946265,
2024-07-29 00:00:00-04:00,215.95008057489312,218.2791844745757,214.745706315722,217.22412109375,36311800,0.0,0.0,218.4264892578125,223.9670776367188,0.001284663133755,36.042794908748704,
2024-07-30 00:00:00-04:00,218.16970866418467,219.30440154226625,215.11399172426283,217.78152465820312,41643800,0.0,0.0,217.1902740478516,224.0691017150879,0.0025660297836471,28.936458206663843,
2024-07-31 00:00:00-04:00,220.40921389598267,222.77814001369308,219.6029868223781,221.04623413085932,50036300,0.0,0.0,217.89498291015624,224.1591796875,0.0149907549677597,41.29397573139115,0.23885729789058238
2024-08-01 00:00:00-04:00,223.3255700813178,223.4350586473056,216.0097928775357,217.3435516357422,62501000,0.0,0.0,218.0681701660156,224.0004211425781,-0.0167507151147626,31.133827716316304,0.24192207560742185
2024-08-02 00:00:00-04:00,218.1298614428512,224.54984915998065,216.6965773298152,218.8365631103516,105568600,0.0,0.0,218.44639892578124,223.6779296875,0.0068693617242052,25.701871692003493,0.23305887754197716
2024-08-05 00:00:00-04:00,198.16323265092012,212.5061577637865,195.08762024216463,208.2958526611328,119548600,0.0,0.0,216.6607452392578,222.75474548339844,-0.0481670443887545,18.134196318394416,0.27243756523165213
2024-08-06 00:00:00-04:00,204.34434168651265,209.0125123984033,200.13403637997632,206.26535034179688,69660500,0.0,0.0,214.35751037597657,221.6872375488281,-0.0097481648981233,20.088414116267643,0.273880588696204
2024-08-07 00:00:00-04:00,205.9369016050796,212.6455332580988,205.4292810556757,208.84332275390625,63516400,0.0,0.0,211.91692810058595,220.53462905883788,0.0124983299804717,28.93199140648619,0.2759998701795332
2024-08-08 00:00:00-04:00,212.1179963940502,213.2029189157903,207.85792055043288,212.3170623779297,47161100,0.0,0.0,210.91163024902343,219.8249473571777,0.0166332328858642,35.30983365312086,0.2740781524509609
2024-08-09 00:00:00-04:00,211.1127008665185,215.77090862412464,210.9833011439981,215.23342895507807,42201600,0.0,0.0,210.19100341796877,219.11327590942383,0.0137359030145074,40.3548381906898,0.2767065451264591
2024-08-12 00:00:00-04:00,215.3131584836817,218.7410960979999,214.8448035806853,216.76803588867188,38028100,0.25,0.0,211.88544006347652,218.2862335205078,0.0071299655497014,41.07887585847534,0.27268854749958865
2024-08-13 00:00:00-04:00,218.2428558389481,221.11277276612057,218.2428558389481,220.4949493408203,44155300,0.0,0.0,214.73135986328128,217.624634552002,0.0171930950837351,53.95140095309106,0.2641713990935131
2024-08-14 00:00:00-04:00,219.7973936824548,222.24876826808693,218.93043078284688,220.943359375,41960600,0.0,0.0,217.1513671875,217.28107299804688,0.0020336521789738,56.03258250440386,0.26016363717564384
2024-08-15 00:00:00-04:00,223.813271274212,224.56064415441705,221.97970491871703,223.932846069336,46414000,0.0,0.0,219.47452392578128,217.32089309692384,0.0135305568938237,58.8369651637605,0.2625131114176709
2024-08-16 00:00:00-04:00,223.1356500786779,226.0354605653956,222.86659157853387,225.25819396972656,44340200,0.0,0.0,221.4794769287109,217.4205101013184,0.0059185060327426,59.89860026402736,0.25546145931193726
2024-08-19 00:00:00-04:00,224.92933693390268,225.1983954207249,222.2587166767679,225.09873962402344,40687800,0.0,0.0,223.14561767578124,217.52957305908205,-0.0007078736755057,59.10465681890935,0.25474220998892366
2024-08-20 00:00:00-04:00,224.9791850293864,226.3742750764108,224.6602986155859,225.71658325195312,30299000,0.0,0.0,224.1899444580078,217.6172721862793,0.0027447671584552,56.22098610259728,0.2546228651923308
2024-08-21 00:00:00-04:00,225.7265541171402,227.18143154067607,224.26170199000447,225.60696411132807,34765500,0.0,0.0,225.12266540527344,218.0214859008789,-0.000485649477082,62.17213076065157,0.2482000689980555
2024-08-22 00:00:00-04:00,226.9920749311584,227.54015139464096,223.11570169720304,223.74349975585932,43695300,0.0,0.0,225.0847961425781,218.3847801208496,-0.0082597820630624,57.14995924549229,0.24010997598612815
2024-08-23 00:00:00-04:00,224.86956599566977,227.42059644239848,223.5442228703079,226.04542541503903,38677300,0.0,0.0,225.24224243164065,218.83978042602536,0.0102882347942687,84.03476166456183,0.23890587970766258
2024-08-26 00:00:00-04:00,225.96568932825608,226.4838721062008,223.10574735994533,226.3842163085937,30602200,0.0,0.0,225.49933776855468,219.2977851867676,0.0014987735006477,91.25433503585026,0.23342873347013587
2024-08-27 00:00:00-04:00,225.208374045966,228.0483972344343,224.1022615121284,227.23126220703125,35934600,0.0,0.0,225.80227355957032,219.770272064209,0.0037416296606247,90.58607505920814,0.23369220850810865
2024-08-28 00:00:00-04:00,227.1216236092518,229.05483047059747,224.8894645684117,225.69664001464844,38052200,0.0,0.0,225.8202087402344,220.00279235839844,-0.0067535698102342,82.2961371809773,0.22274826177897297
2024-08-29 00:00:00-04:00,229.29401907737392,232.1041333637585,228.07829123837303,228.985092163086,51906300,0.0,0.0,226.8685272216797,220.5848693847656,0.0145702308560025,82.60854148409672,0.21810839338945626
2024-08-30 00:00:00-04:00,229.3836948285937,229.5929507273616,226.68318070354871,228.19786071777344,52990800,0.0,0.0,227.29901428222652,221.0529342651367,-0.0034379157082935,78.09883780687501,0.2184790570634814
2024-09-03 00:00:00-04:00,227.7494376466749,228.1978583447122,220.39528345963856,221.9896850585937,50190600,0.0,0.0,226.42010803222652,221.73762588500975,-0.027205231633866,53.27507500720468,0.23306445709999693
2024-09-04 00:00:00-04:00,220.8835610121704,221.0031358039712,216.71819503548093,220.076400756836,43840200,0.0,0.0,224.9891357421875,222.4281784057617,-0.0086187982169205,48.21501390176102,0.23391141667164034
2024-09-05 00:00:00-04:00,220.85367082984084,224.6901757794695,220.744055533832,221.60104370117188,36615400,0.0,0.0,224.17001647949215,223.066064453125,0.0069277893453942,44.890857725547775,0.21880074187058915
2024-09-06 00:00:00-04:00,223.1655345406608,224.4510243839852,219.00018373655976,220.0465087890625,48423000,0.0,0.0,222.3822998046875,223.45253677368163,-0.007015016202747,38.6943785190114,0.21937813678426216
2024-09-09 00:00:00-04:00,220.0465188525148,220.49493955114087,215.95091475509392,220.13619995117188,67180000,0.0,0.0,220.7699676513672,223.69767532348632,0.0004076009321982,39.202163651008405,0.2193312777490536
2024-09-10 00:00:00-04:00,218.15315521125123,220.70418549359823,215.97082401031443,219.3389892578125,51591000,0.0,0.0,220.23982849121091,223.82622299194333,-0.0036214429681996,36.23066847287531,0.21965507345442098
2024-09-11 00:00:00-04:00,220.6842723421212,222.3085524071335,217.126770108234,221.88006591796875,44587100,0.0,0.0,220.6005615234375,223.8954788208008,0.0115851571521989,42.71809983566649,0.22196511726725293
2024-09-12 00:00:00-04:00,221.7206265576352,222.76695165661573,219.0500213655269,221.9896850585937,37498200,0.0,0.0,220.67828979492188,223.9477951049805,0.0004940468183631,46.32112696973887,0.217802155716968
2024-09-13 00:00:00-04:00,222.7968302980212,223.2552104631355,221.1326819144566,221.7206115722656,36766600,0.0,0.0,221.0131103515625,223.83718338012696,-0.0012120990498144,40.082272443840075,0.21184695151854144
2024-09-16 00:00:00-04:00,215.78148650258865,216.45911247240767,213.17066883128115,215.5622711181641,59357400,0.0,0.0,220.09832458496092,223.35238723754884,-0.0277752276183592,30.41135148243312,0.22644672252719864
2024-09-17 00:00:00-04:00,214.9942587915762,216.1402244248995,213.7486373617293,216.03060913085932,45519300,0.0,0.0,219.4366485595703,222.89898071289065,0.0021726344330381,29.444038080473234,0.17543301370842063
2024-09-18 00:00:00-04:00,216.7879611815548,221.9298901997397,216.777986478492,219.91696166992188,59894900,0.0,0.0,219.04402770996091,222.60899963378907,0.0179898235472195,40.235718097241396,0.1786772207239032
2024-09-19 00:00:00-04:00,224.2019147293616,229.01499812075548,223.84317512238368,228.0683135986328,66781300,0.0,0.0,220.25975341796877,222.7320671081543,0.0370655899700245,48.66975158304911,0.2034510961289392
2024-09-20 00:00:00-04:00,229.1644542640561,232.27352055331795,226.8226798440416,227.4006500244141,318679900,0.0,0.0,221.39576110839843,222.91492462158203,-0.0029274718775432,48.83921715699521,0.19994541907507013
2024-09-23 00:00:00-04:00,226.54365969576136,228.6462693022069,225.0190202641816,225.6767120361328,54146000,0.0,0.0,223.41864929199215,222.89648895263676,-0.007581060072151,56.174865901558235,0.19895559452623549
2024-09-24 00:00:00-04:00,227.8490778167103,228.5466380182851,224.93930782860403,226.5735626220703,43556100,0.0,0.0,225.5272399902344,222.90595626831052,0.0039740502147775,61.26466423841199,0.19841062681950367
2024-09-25 00:00:00-04:00,224.1421137055169,226.49384776666977,223.23531278607825,225.5770721435547,42308700,0.0,0.0,226.65926208496091,222.82324676513676,-0.004398088051331,57.02217198935629,0.1934249384202366
2024-09-26 00:00:00-04:00,226.5038071284677,227.69960067739044,224.62042810744603,226.72303771972656,36636700,0.0,0.0,226.39020690917968,222.87456665039065,0.0050801509447848,61.964264132391115,0.1937906597251825
2024-09-27 00:00:00-04:00,227.6597471643239,228.71603171782343,226.50380681299467,226.99208068847656,34026000,0.0,0.0,226.3084930419922,222.77491607666016,0.0011866591567222,62.207193573785744,0.19008474734387557
2024-09-30 00:00:00-04:00,229.234199611622,232.183837890625,228.84556632808733,232.183837890625,54541900,0.0,0.0,227.60991821289065,222.97421493530277,0.0228719750327923,69.77599422648105,0.20034145320679078
2024-10-01 00:00:00-04:00,228.71602079696683,228.8455550815525,222.95626872131425,225.4176177978516,63285000,0.0,0.0,227.37872924804688,223.14561157226564,-0.0291416497989011,54.81942112149453,0.21866575834806437
2024-10-02 00:00:00-04:00,225.09874435066007,226.573555899704,222.2388023482828,225.98562622070312,32880600,0.0,0.0,227.46044006347657,223.441072845459,0.0025198049220842,55.376757807527625,0.2186434328682656
2024-10-03 00:00:00-04:00,224.3513743130228,226.01552277761732,222.53775735368689,224.8795166015625,34044200,0.0,0.0,227.09173583984372,223.60499649047853,-0.0048946016507278,54.15684457141669,0.21912443067208986
2024-10-04 00:00:00-04:00,227.1017072618697,227.20136306464835,223.3449237414969,226.0055694580078,37245100,0.0,0.0,226.89443359375,223.90294952392577,0.0050073607123606,65.84039164241892,0.21815857933944705
2024-10-07 00:00:00-04:00,223.71363756752507,224.89947175407843,220.5547430398763,220.9134826660156,39505400,0.0,0.0,224.6403625488281,223.941813659668,-0.0225308022461735,56.495274746687485,0.22586707991620883
2024-10-08 00:00:00-04:00,223.5143196873273,225.1884276449642,222.4679946111341,224.9791717529297,31855700,0.0,0.0,224.55267333984372,224.22382278442385,0.0184039880130844,56.70185563244992,0.23249288989117162
2024-10-09 00:00:00-04:00,224.4410613901992,228.9452330176168,224.0424685900414,228.7359619140625,33591100,0.0,0.0,225.1027404785156,224.5666175842285,0.0166983909304212,51.00029216624123,0.23733738024168374
2024-10-10 00:00:00-04:00,226.98212047615,228.6960967971132,226.3742566041183,228.2377014160156,28183500,0.0,0.0,225.77437744140624,224.8790184020996,-0.0021783216503319,51.260495705670245,0.23652013391420137
2024-10-11 00:00:00-04:00,228.4968150773993,228.60643037956845,226.54367384020583,226.75294494628903,31759200,0.0,0.0,225.9238525390625,225.1306350708008,-0.0065053076705335,51.63243276271165,0.23347834910226353
2024-10-14 00:00:00-04:00,227.89890830734765,230.91829362955485,227.79926770980504,230.48980712890625,39882100,0.0,0.0,227.83911743164063,225.87701187133788,0.016479883793802,55.46899005607176,0.238183417203494
2024-10-15 00:00:00-04:00,232.7917037363273,236.65811760908664,231.5560417756155,233.03086853027344,64751400,0.0,0.0,229.44945678710937,226.7270248413086,0.0110246150709216,59.97866552926399,0.22503126612516297
